gid,objectid,sampleno,longitude,latitude,sio2,al2o3,fe2o3,tio2,cao,mgo,mno,na2o,k2o,p2o5,loi,ba,ga,sc,v,th,pb,ni,co,rb,sr,y,zr,nb,cr,cu,zn,au,li,cs,as_,sb,bi,se,ag,be,ge,mo,sn,la,ce,pr,nd,sm,eu,tb,gd,dy,ho,er,tm,yb,lu,hf,ta,w,u,pt,pd,toposheet,in_,f,te,tl,hg,cd
3705,3705,57F11/031/SS/12,77.546296,14.295045,55.868,15.352,6.53,0.08,2.24,5.64,1.52,1.72,0.96,0.12,9.349593,534.2,13.5,17.9,126,6.9,16,43.2,19.4,50.3,204.4,25.8,205.2,8,72.9,38.2,39.5,6,18,5,2.19,0.21,0.05,0.18,10,1.051683,1.031569,2.5,2.5,18.930928,35.993939,4.336535,16.746835,3.411554,1.203784,0.622255,3.626938,3.956737,0.838389,2.561982,0.40752,2.582071,0.414569,8.750634,0.697806,2.5,1.249155,0,0,57F11,0,0,0,0,8,50
3706,3706,57F11/032/SS/12,77.564815,14.295045,58.288,15.64,6.67,0.09,2.03,5.14,1.69,1.74,1.05,0.1,6.91893,513,14.4,19.3,132.6,7.2,14.4,45.7,18.4,54.9,229.4,19.2,246.2,7,78.6,44.7,37.3,1.5,17,5,1.61,0.1,0.05,0.12,10,1.014573,1.171733,2.5,2.5,17.269983,31.551932,4.00539,16.045501,3.473943,1.248586,0.659819,3.900127,4.294567,0.904262,2.645161,0.465549,3.008086,0.47549,10.664843,0.79478,2.5,2.069609,0,0,57F11,0,0,0,0,7,50
3707,3707,57F11/033/SS/12,77.583333,14.295045,60.74,15.43,6.45,0.09,1.71,3.94,2.1,1.98,1.04,0.11,5.742058,601.5,12.4,16.2,132.1,7.5,15.5,40,15,59.2,235.6,19.1,325.4,8,67.3,39.5,41.6,1.5,12,15,1.3,0.1,0.05,0.12,10,1.013219,1.066958,2.5,2.5,24.807662,48.230478,5.48093,20.346695,4.159232,1.356055,0.654681,4.101846,4.346842,0.873051,2.561714,0.41423,2.668233,0.444324,14.75434,0.733282,2.5,1.90684,0,0,57F11,0,0,0,0,6,50
3780,3780,57F11/034/SS/12,77.601852,14.295045,61.76,15.21,4.738,0.08,1.79,3.96,2.64,2.28,0.85,0.1,5.699736,638.5,13.6,14.1,94.9,8,17.8,32.2,14.8,65.8,312.8,25.1,362.7,7.6,70.1,20.7,34.7,1.5,14,5,2.08,0.21,0.05,0.05,10,1.645,1.128,2.5,2.5,15.765,34.145,3.839,14.837,3.363,1.11,0.525,3.154,3.355,0.651,2.052,0.333,2.238,0.372,12.231,0.877,2.5,2.245,0,0,57F11,0,0,0,0,2.5,50
3781,3781,57F11/035/SS/12,77.62037,14.295045,63.26,17.17,4.43,0.05,1.17,2.47,2.89,2.17,0.64,0.1,5.253246,691.7,20.4,10.9,77.2,7.2,18.4,21.7,9.1,52.9,374.5,23.9,538.9,6.2,77.5,17.6,36.5,1.5,18,5,1.08,0.1,0.05,0.05,10,1.616,0.916,2.5,2.5,16.969999,34.022999,3.764,14.073,2.948,0.995,0.385,2.578,2.382,0.436,1.327,0.233,1.545,0.266,15.954,0.631,2.5,1.912,0,0,57F11,0,0,0,0,7,50
3782,3782,57F11/036/SS/12,77.638889,14.295045,65.19,14.76,3.05,0.04,1.37,3.11,3.23,2.74,0.46,0.11,5.268924,960.8,15.7,10,47,9,18.6,11.5,4.2,72.4,348.7,15.5,566,8.9,33.4,9.7,36.9,10,13,5,0.5,0.1,0.05,0.11,36,1.325,0.869,2.5,2.5,25.572001,43.880001,5.011,18.756001,3.857,1.254,0.464,3.224,2.668,0.513,1.517,0.264,1.649,0.303,23.440001,0.567,2.5,3.016,0,0,57F11,0,0,0,0,2.5,50
3783,3783,57F11/037/SS/12,77.657407,14.295045,63.37,15.42,3.62,0.06,1.09,2.68,2.67,2.99,0.67,0.11,6.630824,903.7,16.9,9.9,60.3,10.4,20.4,13.9,8.3,87.4,301.2,20.7,448.1,10.8,40.3,16.5,34.6,1.5,16,5,1.09,0.1,0.11,0.19,86,1.75,0.88,2.5,2.5,26.237,49.304001,5.372,20.212,4.185,1.402,0.536,3.437,2.95,0.579,1.668,0.283,1.862,0.314,16.551001,0.821,2.5,2.94,0,0,57F11,0,0,0,0,7,50
3784,3784,57F11/038/SS/12,77.675926,14.295045,57.63,15.31,5.35,0.07,2.08,4.45,2.01,2.13,0.83,0.15,9.308089,764.5,16.4,13.4,101.5,10.7,20.2,28.2,14.8,71.2,367.8,16.5,458.4,11.2,67.5,29.8,46.3,1.5,15,5,1.65,0.1,0.16,0.52,22,1.408,0.885,2.5,2.5,35.105999,68.691002,7.968,31.224001,6.041,1.817,0.766,5.157,4.264,0.842,2.434,0.418,2.639,0.458,23.459999,1.005,2.5,5.653,0,0,57F11,0,0,0,0,6,50
3785,3785,57F11/039/SS/12,77.694444,14.295045,64.08,15.8,3.99,0.05,0.98,2.03,2.53,2.68,0.72,0.1,6.471816,775.4,13.3,10.5,79.4,12.7,23.2,15.7,9.7,79.7,296.9,13.5,684.8,11.7,61,19.1,41.1,1.5,8,5,1.92,0.1,0.11,0.13,23,1.34,0.69,2.5,2.5,26.186001,49.808998,5.784,21.802,4.69,1.534,0.508,3.521,2.954,0.582,1.666,0.276,1.92,0.336,21.579,0.747,2.5,2.748,0,0,57F11,0,0,0,0,5,50
3786,3786,57F11/040/SS/12,77.712963,14.295045,62.75,14.16,4.23,0.05,1.74,3.15,2.11,2.36,0.84,0.12,7.803757,787.1,17.1,11.3,82.1,12.5,17.4,23.9,8,67.4,358.5,19.6,961.7,11.3,59.1,18.1,36.8,1.5,9,5,1.85,0.1,0.11,0.12,26,1.086,0.576,2.5,2.5,29.184999,53.098,5.907,22.389999,4.644,1.508,0.506,3.576,2.9,0.579,1.77,0.322,2.13,0.395,34.508999,0.546,2.5,3.345,0,0,57F11,0,0,0,0,5,50
3787,3787,57F11/041/SS/12,77.731481,14.295045,58.45,16.85,5.17,0.07,1.5,2.8,1.76,2.84,0.91,0.14,8.974104,875.7,17.4,12.4,94.9,21.8,18.4,49.4,10.9,92.6,342,18.3,796.1,14.7,113.6,27.9,39.8,1.5,15,5,2.81,0.1,0.12,0.15,62,1.274,0.679,2.5,2.5,32.800999,67.157997,7.108,26.268,4.925,1.623,0.51,3.723,2.9,0.589,1.667,0.29,2.027,0.35,26.094999,0.928,2.5,2.899,0,0,57F11,0,0,0,0,5,50
3788,3788,57F11/042/SS/12,77.749999,14.295045,64.43,13.77,3.41,0.06,1.46,3.08,2.19,3.36,0.57,0.32,6.667335,1063.5,15.6,10.1,61.3,18.5,21.5,17.7,6.6,102.6,497.5,11.4,883.2,13.7,57.6,22.7,39.2,1.5,12,5,1.635,0.1,0.13,0.13,93,1.636,0.712,2.5,2.5,24.587999,50.862999,5.467,20.686001,4.392,1.391,0.45,3.111,2.572,0.542,1.606,0.29,1.965,0.366,29.087,0.848,2.5,3.782,0,0,57F11,0,0,0,0,20,50
3789,3789,57F11/043/SS/12,77.509259,14.313063,52.541,14.95,9.88,0.17,3.14,6.15,1.34,0.79,1.14,0.09,9.173488,246.9,9.9,25.7,212.4,2,9.4,89.8,34.8,22.6,131.1,13.6,135.3,5.3,133.4,84.4,53.8,124,15,5,18.06,0.8,0.05,0.31,34,0.533501,1.391099,2.5,2.5,13.714938,30.563406,3.79647,15.751113,3.662023,1.326096,0.802662,4.337091,5.36594,1.128765,3.299692,0.539447,3.179943,0.502557,5.442844,0.527944,2.5,0.989434,0,0,57F11,0,0,0,0,13,50
3790,3790,57F11/044/SS/12,77.527778,14.313063,56.82,15.643,8.67,0.12,2.74,4.99,1.31,1.15,1.09,0.08,6.711878,343.8,12.3,21.8,182.7,4.1,13.6,75.5,26.6,37,154.2,17.3,206.9,6.5,112.1,61.7,45.2,1.5,14,15,2.92,0.22,0.05,0.13,10,0.582885,1.086866,2.5,2.5,10.592193,22.48288,2.805921,11.626487,2.939025,1.10266,0.617636,3.486233,4.339679,0.889676,2.75699,0.459644,2.862596,0.435825,8.610733,0.526359,2.5,1.183651,0,0,57F11,0,0,0,0,7,50
3791,3791,57F11/045/SS/12,77.546296,14.313063,58.653,14.89,6.43,0.09,1.99,4.73,1.98,1.58,0.9,0.08,8.044827,495.9,13.3,16.7,124.1,7.2,12.6,47.7,19.2,41.6,178.6,26.4,263.9,6.2,88.3,40.1,39,168,12,5,21.33,0.62,0.05,0.23,10,0.90785,1.01373,2.5,2.5,19.715654,38.882826,4.499401,17.740844,3.758521,1.165591,0.64193,3.784633,4.135924,0.831181,2.50863,0.416745,2.510682,0.42193,11.038305,0.633816,2.5,1.591886,0,0,57F11,0,0,0,0,6,50
3792,3792,57F11/046/SS/12,77.564815,14.313063,59.35,16.27,5.97,0.08,2.01,3.89,1.95,1.88,0.77,0.11,7.03,604,19,17,120,12,13,39,17,63,278,16,327,7,98,29,55,1.5,18,5,1.37,0.1,0.05,0.24,55,1.043282,0.966851,2.5,2.5,21.543547,41.370151,4.876586,18.494675,3.888815,1.226982,0.662883,3.914464,4.220953,0.854575,2.673503,0.40661,2.772645,0.451328,15.148268,0.706168,2.5,1.995753,0,0,57F11,0,0,0,0,8,50
3793,3793,57F11/047/SS/12,77.583333,14.313063,56.204,16.24,8.51,0.12,2.19,4.51,1.61,1.57,1.14,0.12,7.117865,501.7,9.7,20.9,162.6,5.9,14.5,66.4,26.9,51.9,188.8,20.9,280.4,7,102.4,54.5,44.4,1.5,14,5,1.69,0.1,0.1,0.15,25,0.85879,1.173431,2.5,2.5,21.103973,42.045113,5.203181,21.149375,4.601671,1.536338,0.794324,4.7581,5.06749,1.024588,3.0181,0.491625,3.156136,0.50434,9.238897,0.757433,2.5,1.264985,0,0,57F11,0,0,0,0,7,50
3794,3794,57F11/048/SS/12,77.601852,14.313063,60.3,15.331,5.53,0.08,1.84,3.41,2.69,2,0.86,0.1,7.211586,635.4,13.3,15.1,104.5,6.3,16.2,34.8,14.3,59.1,239.2,23.8,411.2,6.4,72.3,28.9,35.1,1.5,13,5,3.52,0.27,0.05,0.14,10,1.269663,1.171035,2.5,2.5,26.231172,50.60833,6.076184,23.507131,4.710659,1.446675,0.778731,4.567331,4.692856,0.939101,2.951292,0.4817,2.908954,0.468846,16.703088,0.863087,2.5,3.403409,0,0,57F11,0,0,0,0,6,50
3795,3795,57F11/049/SS/12,77.62037,14.313063,65.49,16.85,4.5,0.05,0.73,1.82,2.57,2.49,0.72,0.08,4.234339,695.9,18.3,8.4,87.9,11.1,16.2,16.8,9.2,61.3,318.7,16.3,406.7,5.9,52.5,22.3,28.4,1.5,11,5,1.47,0.1,0.05,0.05,10,1.46,0.893,2.5,2.5,13.725,28.695999,3.208,12.35,2.722,0.893,0.373,2.35,2.218,0.423,1.331,0.219,1.503,0.274,14.363,0.65,2.5,1.913,0,0,57F11,0,0,0,0,6,50
3796,3796,57F11/050/SS/12,77.638889,14.313063,58.47,16.53,5.9,0.07,1.42,3.23,2.05,2.27,0.78,0.15,8.45,728,21,17,121,14,13,29,12,71,305,18,427,11,50,40,60,1.5,11,5,1.05,0.1,0.11,0.22,37,1.92,0.896,2.5,2.5,30.945999,57.953999,6.392,24.240999,4.981,1.555,0.649,4.27,3.636,0.725,2.061,0.36,2.221,0.392,21.813,0.844,2.5,3.842,0,0,57F11,0,0,0,0,7,50
3797,3797,57F11/051/SS/12,77.657407,14.313063,62.26,14.96,4.19,0.05,1.62,2.78,2.37,2.73,0.82,0.16,7.462242,897.5,14.1,10.9,80.1,11.3,21.3,14.9,9.4,73.4,308.3,15.5,663.6,10.7,48.2,17.4,38.6,1.5,16,5,1.47,0.1,0.13,0.21,10,1.861,0.851,2.5,2.5,26.190001,50.821999,5.53,21.535999,4.53,1.491,0.616,3.94,3.431,0.69,2.07,0.37,2.374,0.442,31.677999,0.965,2.5,4.312,0,0,57F11,0,0,0,0,12,50
3798,3798,57F11/052/SS/12,77.675926,14.313063,69.86,14.53,2.69,0.04,0.6,2.1,3.04,2.87,0.52,0.07,3.019468,894.6,14.4,7.1,47.4,15.8,18.7,8.5,4.7,74.9,275.9,18.9,867.9,10.4,37.4,11.2,25.1,1.5,10,5,1,0.1,0.12,0.05,10,1.125,0.793,2.5,2.5,21.622,39.299,4.483,17.299,3.71,1.18,0.472,3.073,2.887,0.583,1.805,0.333,2.203,0.418,37.299999,0.82,2.5,5.072,0,0,57F11,0,0,0,0,2.5,50
3799,3799,57F11/053/SS/12,77.694444,14.313063,64.89,15.61,3.23,0.04,1.2,2.56,2.45,2.89,0.55,0.1,5.88697,739.8,14.8,9.6,55,11.3,21.5,13.6,7.8,86.5,304,18.1,561.4,10.1,50.3,13,35.5,1.5,15,5,1.93,0.1,0.15,0.11,31,1.765,0.803,2.5,2.5,28.288,55.499001,5.95,22.049999,4.434,1.478,0.519,3.559,2.989,0.604,1.763,0.289,2.004,0.344,20.716,0.669,2.5,2.69,0,0,57F11,0,0,0,0,2.5,50
3800,3800,57F11/054/SS/12,77.712963,14.313063,63.73,15.4,4.25,0.06,1.37,2.46,2.07,2.74,0.62,0.14,6.475594,807.3,13.1,11.9,72.4,13.8,19,27.7,13.2,84.2,335.7,18.1,633,11.2,65.2,23.5,45.7,1.5,10,5,2.12,0.1,0.14,0.17,36,1.448,0.74,2.5,2.5,34.000999,66.058998,7.33,27.642,5.378,1.66,0.584,4.083,3.441,0.654,1.974,0.344,2.301,0.393,26.891001,0.659,2.5,2.74,0,0,57F11,0,0,0,0,8,50
3801,3801,57F11/055/SS/12,77.731481,14.313063,61.62,15.68,4.1,0.06,1.28,2.89,2.43,3.21,0.63,0.12,6.92,903,21,15,78,39,1,26,9,107,476,19,835,12,52,14,41,1.5,14,5,2.36,0.1,0.05,0.19,45,1.924,0.813,2.5,2.5,46.071999,89.094002,9.712,35.221001,6.171,1.811,0.617,4.555,3.43,0.658,1.94,0.337,2.22,0.367,23.667999,1.046,2.5,2.669,0,0,57F11,0,0,0,0,5,50
3802,3802,57F11/056/SS/12,77.749999,14.313063,58.29,12.97,2.99,0.04,1.78,7.69,3.19,3.02,0.54,0.15,8.636454,1021.4,12.5,14.1,56.4,20.4,15.3,13,7.8,88.9,503.1,21.3,624.3,14.4,46.8,17.1,36.6,1.5,16,5,1,0.1,0.13,0.05,25,1.131,0.608,2.5,2.5,36.67,65.39,7.777,29.72,5.438,1.63,0.518,3.85,2.727,0.514,1.74,0.241,1.708,0.298,20.927999,1.073,2.5,3.091,0,0,57F11,0,0,0,0,2.5,50
3803,3803,57F11/057/SS/12,77.509259,14.331081,48.54,13.962,8.79,0.12,3.52,8.38,0.65,0.78,0.9,0.1,13.906561,277.7,12.4,27,199.1,5.7,12.8,79.7,30.5,27.2,155.4,28.5,189.6,4.9,117.9,85.7,44.2,1.5,16,5,4.34,0.89,0.05,0.27,31,0.692191,1.350013,2.5,2.5,20.9159,42.796508,5.359884,21.530214,4.669484,1.541548,0.907949,5.15088,5.839576,1.192251,3.519082,0.55861,3.601592,0.567595,9.922504,0.496557,2.5,1.21604,0,0,57F11,0,0,0,0,35,50
3875,3875,57F11/058/SS/12,77.527778,14.331081,52.88,14.45,7.3,0.13,3.47,7.3,1.66,1.48,1.58,0.09,8.78,640,18,19,314,7,21,54,25,39,271,22,237,10,214,34,70,1.5,9,5,24,0.1,0.05,0.1,10,1.216333,1.409217,2.5,2.5,15.493053,32.303606,3.74235,17.099453,3.727605,1.302183,0.649233,4.053373,4.185109,0.823483,2.102936,0.435649,2.98176,0.42882,7.293129,0.832937,2.5,1.665828,0,0,57F11,0,0,0,0,6,50
3876,3876,57F11/059/SS/12,77.546296,14.331081,65.3209,14.68,4.96,0.06,1.32,2.92,2.25,2.23,0.96,0.08,4.497196,623.2,13.8,11.3,104.3,9.3,17.2,23.1,12.6,66.1,228.6,15.1,605.8,8,48.9,24.3,32.9,1.5,13,5,1.1,0.1,0.05,0.12,10,0.93484,1.041963,2.5,2.5,23.586528,51.228347,5.323582,20.248114,4.082579,1.217188,0.643155,3.916241,4.167077,0.84734,2.590126,0.430727,2.73221,0.486748,22.799572,0.811904,2.5,3.053134,0,0,57F11,0,0,0,0,2.5,50
3877,3877,57F11/060/SS/12,77.564815,14.331081,58.487,14.91,4.97,0.07,1.94,5.11,1.44,1.83,0.65,0.12,9.864082,550,11.5,15.1,68.5,12,14.2,34.5,16.1,53.8,205.1,17.4,332.9,6.3,67.5,64.3,36,1.5,17,5,1.64,0.1,0.05,0.13,22,1.039879,0.91845,2.5,2.5,20.202109,38.833281,4.603937,17.25348,3.700574,1.188426,0.631093,3.842431,3.966282,0.813952,2.594623,0.417731,2.626983,0.431213,14.808609,0.568442,2.5,1.905732,0,0,57F11,0,0,0,0,7,50
3878,3878,57F11/061/SS/12,77.583333,14.331081,58.789,15.14,6.24,0.08,3.08,4.11,1.61,1.75,0.75,0.1,7.746619,528.3,10.8,15.5,112.5,9.1,15,44.1,15.1,55.3,225.4,21.4,272.3,5.9,114.6,46.2,40.7,1.5,15,5,1.22,0.1,0.05,0.15,23,1.107442,1.058605,2.5,2.5,25.659111,48.275855,5.735697,21.59774,4.460685,1.315998,0.715579,4.263882,4.408872,0.90652,2.594315,0.418383,2.678743,0.426627,12.722458,0.838221,2.5,1.705869,0,0,57F11,0,0,0,0,9,50
3879,3879,57F11/062/SS/12,77.601852,14.331081,58.95,13.89,4.501,0.06,1.73,7.54,2.66,2.01,0.73,0.13,6.963154,636.9,15.1,15.7,95.9,9.7,16.1,28.8,9.1,52.3,338.8,25.6,501.4,9.3,65.9,21.6,32.1,1.5,14,5,2.01,0.2,0.05,0.05,20,1.424,0.988,2.5,2.5,19.076,40.898998,4.862,19.540001,4.279,1.317,0.635,4.061,3.909,0.758,2.291,0.37,2.477,0.407,17.587999,0.807,2.5,2.534,0,0,57F11,0,0,0,0,14,50
3880,3880,57F11/063/SS/12,77.62037,14.331081,63.689,13.76,4.71,0.07,1.78,4.05,2.25,1.86,0.9,0.1,6.217617,552.6,13.1,12.6,95.5,9.8,14.9,46.6,10.9,48.3,310.2,20.9,634,8.3,104.2,27.3,31.3,1.5,12,5,1.78,0.1,0.05,0.05,10,1.349,0.768,2.5,2.5,20.125999,42.094002,4.804,19.358,4.205,1.335,0.584,3.727,3.56,0.692,1.998,0.315,2.166,0.399,22.782,0.724,2.5,2.63,0,0,57F11,0,0,0,0,2.5,50
3881,3881,57F11/064/SS/12,77.638889,14.331081,65.73,14.93,4.81,0.06,1.04,2.61,2.04,2.14,0.97,0.08,4.901961,754,16.3,11.3,105.8,7.9,17.6,21.4,13.8,57.3,312.4,17,651.5,10.6,52.3,27.1,34.5,1.5,13,5,1.56,0.1,0.13,0.18,10,1.223,0.883,2.5,2.5,16.562,31.805,3.816,15.721,3.665,1.392,0.535,3.296,3.303,0.663,1.996,0.342,2.247,0.426,27.639999,0.739,2.5,3.634,0,0,57F11,0,0,0,0,2.5,50
3882,3882,57F11/065/SS/12,77.657407,14.331081,63.45,14.81,3.99,0.05,1.29,3.53,2.56,2.72,0.68,0.15,6.217873,1320.2,16.4,11.9,79.6,12.2,18.9,14.8,11.3,76.1,360.8,21.6,631.9,11.1,48.7,23.6,38.7,1.5,8,5,1.27,0.1,0.17,0.15,10,1.447,0.743,2.5,2.5,31.708,60.705002,6.665,25.122999,5.058,1.381,0.671,4.37,3.82,0.761,2.286,0.395,2.54,0.445,29.434999,0.857,2.5,3.87,0,0,57F11,0,0,0,0,2.5,50
3883,3883,57F11/066/SS/12,77.675926,14.331081,66.83,14.69,3.78,0.04,1,2.66,2.73,2.66,0.55,0.08,4.317959,1228.8,18.8,10.6,67.8,10.8,17.8,13.6,7.1,70.1,313.5,20.1,714.3,9.7,53.2,22.4,28,1.5,2.5,5,1,0.1,0.14,0.13,10,1.302,0.824,2.5,2.5,22.646,42.582001,4.951,19.289,4.187,1.333,0.53,3.595,3.145,0.642,1.872,0.335,2.11,0.4,29.832001,0.618,2.5,4.443,0,0,57F11,0,0,0,0,2.5,50
3884,3884,57F11/067/SS/12,77.694444,14.331081,66.03,15.02,3.65,0.04,1.06,2.12,2.43,2.76,0.59,0.1,5.591975,798.6,15.3,10.2,67.9,12.2,20,19.4,12,78.6,281.4,13,498.6,10.5,50.1,19.3,36.6,1.5,14,5,1.64,0.1,0.11,0.1,28,1.403,0.806,2.5,2.5,22.926001,44.037998,5.112,19.716999,4.25,1.53,0.502,3.343,2.846,0.587,1.705,0.298,1.829,0.315,18.586,0.574,2.5,2.152,0,0,57F11,0,0,0,0,2.5,50
3885,3885,57F11/068/SS/12,77.712963,14.331081,59.07,16.57,6.3,0.07,1.62,2.8,1.95,2.38,0.8,0.18,7.677601,723.7,15.5,14.3,119.5,13.8,16.9,40.1,17.8,79.2,360,16.6,672.3,13.1,80.6,46.6,51,1.5,10,5,2.09,0.1,0.11,0.16,89,1.84,0.881,2.5,2.5,35.287998,71.222,8.392,33.276001,6.814,2.058,0.771,5.339,4.603,0.883,2.558,0.42,2.827,0.483,24.211,0.88,2.5,2.636,0,0,57F11,0,0,0,0,9,50
3886,3886,57F11/069/SS/12,77.731481,14.331081,63.09,16.03,4.82,0.07,1.2,2.32,2.4,3.08,0.7,0.11,5.761358,946.1,12.4,12.8,88.2,24.2,14.5,51.5,14.2,100.1,369.8,16.2,875.5,13.9,153.4,24.2,47.3,1.5,2.5,5,1.8,0.1,0.05,0.15,28,1.245,0.752,2.5,2.5,27.099001,56.755001,6.058,23.038,4.83,1.592,0.546,3.657,3.164,0.641,2.044,0.355,2.395,0.422,31.736,0.9,2.5,3.522,0,0,57F11,0,0,0,0,2.5,50
3887,3887,57F11/070/SS/12,77.749999,14.331081,61.67,15.22,4.48,0.05,1.24,3.07,2.17,3.22,0.8,0.12,7.279012,939.2,11.8,11.9,95.6,38.4,10,24,9.7,96.1,426.3,19.5,1179.6,14.7,75.5,23.7,31.7,1.5,2.5,5,2.18,0.1,0.05,0.18,36,2.032,0.711,2.5,2.5,28.513,63.543999,6.754,26.469999,5.884,1.75,0.683,4.454,4.048,0.817,2.659,0.466,3.132,0.563,46.951,1.044,2.5,5.993,0,0,57F11,0,0,0,0,2.5,50
3888,3888,57F11/071/SS/12,77.509259,14.349099,48.22,16.64,11.67,0.23,4.34,6.3,0.8,0.44,1.13,0.09,9.39,360,26,30,472,6,15,118,52,11,159,28,151,7,391,96,66,4,12,5,21,0.55,0.05,0.25,10,0.41,1.568039,2.5,2.5,12.266386,28.048167,3.327747,14.893745,3.529597,1.309885,0.807789,5.067173,4.95483,1.150277,2.896065,0.476148,3.247968,0.494891,4.412707,0.290725,2.5,0.852232,0,0,57F11,0,0,0,0,18,50
3889,3889,57F11/072/SS/12,77.527778,14.349099,57.8,16.56,7.96,0.14,2.79,3.52,1.5,1.69,1.2,0.09,5.96,530,21,26,299,9,20,67,26,57,203,24,204,12,273,44,76,6,14,5,22,0.65,0.26,0.25,20,0.833578,1.436576,2.5,2.5,13.394284,29.41592,3.299835,14.089501,3.179194,1.087585,0.855607,4.65828,5.982107,1.319941,3.666444,0.66068,4.42405,0.694473,6.27928,1.581822,2.5,2.298264,0,0,57F11,0,0,0,0,10,50
3890,3890,57F11/073/SS/12,77.546296,14.349099,62.857,15.291,4.242,0.05,1.92,3.37,1.76,2.39,0.65,0.08,6.66202,682.2,11.3,10.6,71.1,14.6,19,25.4,11.4,71.2,209.1,16.6,429.4,6.3,74.3,21.5,37.8,1.5,16,5,1.52,0.1,0.05,0.05,10,0.98457,0.932456,2.5,2.5,21.524533,41.957262,4.782317,17.734192,3.682068,1.08874,0.60585,3.58098,4.070535,0.854667,2.577474,0.451006,2.964985,0.511002,21.520512,0.683397,2.5,2.646843,0,0,57F11,0,0,0,0,5,50
3891,3891,57F11/074/SS/12,77.564815,14.349099,62.34,16.172,4.32,0.06,1.52,2.8,1.87,2.49,0.73,0.09,6.906518,769.4,12.8,11.2,73.5,9.1,18,25.5,7.8,65.6,236.1,27.4,599.1,6.6,67.2,20.5,33.3,1.5,14,5,1.88,0.1,0.05,0.1,10,1.11624,0.881989,2.5,2.5,23.146143,44.447853,5.067414,18.331517,3.73956,1.245916,0.62028,3.561869,3.9284,0.785025,2.46097,0.416944,2.747141,0.442005,25.797752,0.618332,2.5,2.261822,0,0,57F11,0,0,0,0,7,50
3892,3892,57F11/075/SS/12,77.583333,14.349099,63.912,12.62,3.3,0.05,1.77,6,2.58,2.28,0.64,0.09,6.059089,764.6,9.5,14.5,63.5,4.3,15.7,17.4,4.9,52.6,280.8,19.1,384.4,5,42.3,13.4,25.7,1.5,10,5,0.5,0.1,0.05,0.05,10,0.659068,0.813442,2.5,2.5,12.593781,24.744086,2.948226,11.389929,2.735994,1.031924,0.561213,3.101623,3.864804,0.817304,2.410476,0.405453,2.56729,0.435691,16.094328,0.516779,2.5,1.637768,0,0,57F11,0,0,0,0,2.5,50
3893,3893,57F11/076/SS/12,77.601852,14.349099,64.04,14.17,4.65,0.07,1.91,3.57,2.07,2.12,0.84,0.11,5.80696,600.3,13.6,12.5,93.1,8.2,17.2,30.7,12.5,58.7,306,19.9,613.5,7.5,69.4,22.9,35.1,1.5,12,5,2.4,0.21,0.12,0.05,21,1.322,0.869,2.5,2.5,22.804001,47.123001,5.539,21.271999,4.595,1.294,0.659,4.073,3.786,0.719,2.115,0.34,2.227,0.393,17.642,0.673,2.5,2.177,0,0,57F11,0,0,0,0,2.5,50
3894,3894,57F11/077/SS/12,77.62037,14.349099,62.96011,14.67,5.44,0.08,2.56,3.95,2.05,1.93,0.68,0.13,4.871003,570.3,15.6,15.4,96.6,8.4,15.8,64.1,18.1,52.7,267,21.8,521.2,6,133.8,24.7,38.8,1.5,11,5,1.73,0.1,0.13,0.1,21,1.051,0.946,2.5,2.5,23.545,48.546001,5.6,21.711,4.514,1.251,0.625,4.134,3.684,0.727,2.199,0.331,2.322,0.379,17.784,0.641,2.5,1.66,0,0,57F11,0,0,0,0,10,50
3895,3895,57F11/078/SS/12,77.638889,14.349099,65.6,15.1,3.68,0.06,1.07,2.51,2.62,2.53,0.91,0.08,5.03,850,18,14,83,19,9,29,7,68,375,16,853,15,94,13,31,1.5,9,5,1.6,0.1,0.12,0.05,10,1.537,0.695,2.5,2.5,20.892,37.839001,4.382,16.914,3.494,1.134,0.427,2.81,2.406,0.492,1.457,0.271,1.782,0.32,27.382,0.583,2.5,2.271,0,0,57F11,0,0,0,0,2.5,50
3896,3896,57F11/079/SS/12,77.657407,14.349099,64.6,16.13,3.76,0.05,1.08,1.9,2.49,3,0.52,0.09,5.878818,1051,16.4,8.8,56.3,8.5,23.5,39.3,12.2,85,221.2,14.7,470.1,8.5,94.9,17.2,38.6,1.5,11,5,1.56,0.1,0.14,0.18,10,2.177,0.845,2.5,2.5,25.122,48.235001,5.118,19,3.766,1.197,0.471,3.149,2.722,0.522,1.583,0.288,1.848,0.328,21.754,0.815,2.5,3.039,0,0,57F11,0,0,0,0,5,50
3897,3897,57F11/080/SS/12,77.675926,14.349099,63.44,15.16,4,0.05,1.66,2.86,2.31,2.65,0.58,0.17,6.477932,835.5,16.9,9.6,65,12.2,21.7,40.8,11.4,80.3,285.2,17.5,582.6,11.2,141.2,16.6,56.9,1.5,15,5,1.36,0.1,0.13,0.24,37,1.524,0.873,2.5,2.5,34.007,63.423,7.049,25.792,5.005,1.424,0.642,4.129,3.524,0.699,2.078,0.363,2.323,0.419,27.398001,0.802,2.5,3.1,0,0,57F11,0,0,0,0,7,50
